标题,创建时间,imdbcover,imdblink,title,简介,链接,其它ID,豆瓣评分,我的评分,标签,评论,NeoDB链接,cover,Tag/Documentary,Tag/TV
老友记 第一季,2020-10-01 03:26:00,https://m.media-amazon.com/images/M/MV5BNDVkYjU0MzctMWRmZi00NTkxLTgwZWEtOWVhYjZlYjllYmU4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,https://www.imdb.com/title/tt0108778/,Friends ,1994,https://movie.douban.com/subject/1393859/,tt0108778,4.75,,电视剧,,https://neodb.social/movies/3457/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2186920269.webp,,1.0
十二怒汉,2020-09-27 17:32:25,https://m.media-amazon.com/images/M/MV5BMWU4N2FjNzYtNTVkNC00NzQ0LTg0MjAtYTJlMjFhNGUxZDFmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,https://www.imdb.com/title/tt0050083/,12 Angry Men,1957,https://movie.douban.com/subject/1293182/,tt0050083,4.8,,豆瓣top,,https://neodb.social/movies/190/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2173577632.webp,,
旺角卡门,2020-09-20 18:29:09,https://m.media-amazon.com/images/M/MV5BYzRjNzRlNGYtODE5YS00NTE2LWE0N2UtNGU3M2U3MmIwYWJhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,https://www.imdb.com/title/tt0096461/,As Tears Go By ,1988,https://movie.douban.com/subject/1304624/,tt0096461,3.7,,国产剧情,,https://neodb.social/movies/7969/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2259568798.webp,,
重庆森林,2020-09-20 18:22:07,https://m.media-amazon.com/images/M/MV5BNmEyYzUwYTMtYTNiNS00YWE4LWIxZTEtNTVlZDBlNmQ4NGE2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,https://www.imdb.com/title/tt0109424/,Chungking Express ,1994,https://movie.douban.com/subject/1291999/,tt0109424,4.4,,国产剧情,,https://neodb.social/movies/1191/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p792381411.webp,,
人在囧途,2020-09-18 05:15:46,https://m.media-amazon.com/images/M/MV5BYTk3YzgwYzQtYzkwNC00ZmU0LWIyYjctY2U0ZTVjZDE5ZGQwXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_.jpg,https://www.imdb.com/title/tt1737237/,Lost on Journey ,2010,https://movie.douban.com/subject/4237879/,tt1737237,3.45,,国产剧情,,https://neodb.social/movies/4885/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p500548437.webp,,
人再囧途之泰囧,2020-09-18 05:15:35,https://m.media-amazon.com/images/M/MV5BMjI4OTkzMTUxMV5BMl5BanBnXkFtZTgwNzU1NzIwMTE@._V1_.jpg,https://www.imdb.com/title/tt2459022/,Lost in Thailand ,2012,https://movie.douban.com/subject/10574622/,tt2459022,3.25,,,,https://neodb.social/movies/5370/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1793720172.webp,,
功夫,2020-09-18 05:07:37,https://m.media-amazon.com/images/M/MV5BMjZiOTNlMzYtZWYwZS00YWJjLTk5NDgtODkwNjRhMDI0MjhjXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_.jpg,https://www.imdb.com/title/tt0373074/,Kung Fu Hustle ,2004,https://movie.douban.com/subject/1291543/,tt0373074,4.1,,国产剧情,,https://neodb.social/movies/585/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2219011938.webp,,
天下无贼,2020-09-18 05:07:35,https://m.media-amazon.com/images/M/MV5BNTZlNzM4MGEtZmM2Ni00OTNjLTg5NWQtNTgyNzYxNzA4NDAwXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_.jpg,https://www.imdb.com/title/tt0439884/,Tian xia wu zei ,2004,https://movie.douban.com/subject/1291550/,tt0439884,3.8,,国产剧情,,https://neodb.social/movies/915/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2191934463.webp,,
非诚勿扰2,2020-09-18 05:07:20,https://m.media-amazon.com/images/M/MV5BMzU3ZGNjNzktZmI2Yi00YWMwLTk4N2UtYzg4YTlkMWE4NmY5XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,https://www.imdb.com/title/tt1810602/,If You Are the One 2,2010,https://movie.douban.com/subject/4271894/,tt1810602,2.95,,,,https://neodb.social/movies/741/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p725272302.webp,,
老炮儿,2020-09-18 05:07:05,https://m.media-amazon.com/images/M/MV5BNGU0YWRkMzUtMTI3Zi00Mjc5LWI3MTEtMDgxNDU2YzE1NDE5XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,https://www.imdb.com/title/tt4701702/,Mr. Six ,2015,https://movie.douban.com/subject/24751756/,tt4701702,3.6,,,,https://neodb.social/movies/1454/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2276674912.webp,,
龙门飞甲,2020-09-18 05:06:02,https://m.media-amazon.com/images/M/MV5BMThlYzI4NDItMzFlOS00ZWM4LWJkOWEtZjM5MWM5YjA0NGRkXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,https://www.imdb.com/title/tt1686784/,Flying Swords of Dragon Gate ,2011,https://movie.douban.com/subject/4896304/,tt1686784,3.15,,,,https://neodb.social/movies/1155/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1311653469.webp,,
金粉世家,2020-09-18 05:02:57,https://m.media-amazon.com/images/M/MV5BNzcxNTI2MWYtMDk4OS00ODkxLWI0MmItMjUyY2I3ZTE4MmViXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_.jpg,https://www.imdb.com/title/tt6664800/,The Story of a Noble Family ,2003,https://movie.douban.com/subject/2157130/,tt6664800,4.05,,,,https://neodb.social/movies/5653/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2566207957.webp,,1.0
我的野蛮女友,2020-09-18 03:20:37,https://m.media-amazon.com/images/M/MV5BYzg2NDU2MWQtZmVlYy00YzY0LTg2ZGEtYjI5MDIzNGVjOWEyXkEyXkFqcGdeQXVyMTI1Mzg0ODA5._V1_.jpg,https://www.imdb.com/title/tt0293715/,My Sassy Girl ,2001,https://movie.douban.com/subject/1292286/,tt0293715,3.85,,,,https://neodb.social/movies/338/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p489336497.webp,,
釜山行2：半岛,2020-09-06 17:08:44,https://m.media-amazon.com/images/M/MV5BNmIxNTQ4MjgtMzI0Zi00N2I5LWIxZDAtZDFlNzA5N2JiNmZmXkEyXkFqcGdeQXVyMjU0ODQ5NTA@._V1_.jpg,https://www.imdb.com/title/tt8850222/,Peninsula ,2020,https://movie.douban.com/subject/30299515/,tt8850222,2.15,,,,https://neodb.social/movies/15137/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2610358497.webp,,
老师·好,2020-09-02 06:07:57,https://m.media-amazon.com/images/M/MV5BMDVhMzBlMDQtYWEwZC00ZDRjLThhODktYjQ5ZTYzMmViOWM0XkEyXkFqcGdeQXVyNzc5MjQ2MTQ@._V1_.jpg,https://www.imdb.com/title/tt10066162/,Song of Youth ,2019,https://movie.douban.com/subject/27663742/,tt10066162,2.9,,,,https://neodb.social/movies/8955/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2551352209.webp,,
大红灯笼高高挂,2020-08-30 21:58:20,https://m.media-amazon.com/images/M/MV5BNDMxMTc2N2ItMjI5Ny00MGFiLThkOTYtZTIyYTZhMzA2NjIzXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_.jpg,https://www.imdb.com/title/tt0101640/,Raise the Red Lantern ,1991,https://movie.douban.com/subject/1293323/,tt0101640,4.2,,,,https://neodb.social/movies/4077/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1254404823.webp,,
黑社会2：以和为贵,2020-08-28 01:17:26,https://m.media-amazon.com/images/M/MV5BNzEyZmNkODYtMDI5MS00OGQwLWI0NDUtOWNlOThiNzViZTY0XkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_.jpg,https://www.imdb.com/title/tt0491244/,Election 2,2006,https://movie.douban.com/subject/1484760/,tt0491244,4.15,,,,https://neodb.social/movies/4349/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p588133332.webp,,
三十而已,2020-08-28 01:16:49,https://m.media-amazon.com/images/M/MV5BYmI5NmUyYzMtOTFmMS00OGE4LTgyYjYtZmFmYWFhYmQ3MGYzXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,https://www.imdb.com/title/tt11357970/,Nothing But Thirty ,2020,https://movie.douban.com/subject/26608230/,tt11357970,2.9,,,,https://neodb.social/movies/7263/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2614081670.webp,,1.0
灵笼,2020-08-19 06:03:33,https://files.catbox.moe/9wr5tp.jpg,https://www.imdb.com/title/tt10827146/?ref_=nv_sr_srsg_0,Incarnation,2019,https://movie.douban.com/subject/27121260/,tt10827146,3.75,,"动画,科幻",,https://neodb.social/movies/14213/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2562904016.webp,,1.0
都灵之马,2020-08-09 21:07:16,https://m.media-amazon.com/images/M/MV5BMWIxN2Y5NTItMjZjMC00ODk1LThhNmQtN2YyNmU0ZGViMDQ3XkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_.jpg,https://www.imdb.com/title/tt1316540/,The Turin Horse ,2011,https://movie.douban.com/subject/3285632/,tt1316540,4.2,,文艺片,,https://neodb.social/movies/4272/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2248876398.webp,,
美国往事,2020-08-08 17:48:36,https://m.media-amazon.com/images/M/MV5BMGFkNWI4MTMtNGQ0OC00MWVmLTk3MTktOGYxN2Y2YWVkZWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,https://www.imdb.com/title/tt0087843/,Once Upon a Time in America ,1984,https://movie.douban.com/subject/1292262/,tt0087843,4.45,,Hollywood,,https://neodb.social/movies/604/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p477229647.webp,,
香肠派对,2020-08-07 03:18:00,https://m.media-amazon.com/images/M/MV5BMjkxOTk1MzY4MF5BMl5BanBnXkFtZTgwODQzOTU5ODE@._V1_.jpg,https://www.imdb.com/title/tt1700841/,Sausage Party ,2016,https://movie.douban.com/subject/4944008/,tt1700841,3.5,,动画,,https://neodb.social/movies/2530/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2371145119.webp,,
征服,2020-08-06 16:13:15,https://m.media-amazon.com/images/M/MV5BYjA1YWQwNGItNzA5Ny00ODI4LWI0ZmQtMDEyMjk2NDUwZDU0XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,https://www.imdb.com/title/tt15238816/,Conquer ,2003,https://movie.douban.com/subject/1917796/,tt1700841,4.15,,电视剧,,https://neodb.social/movies/21316/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1976448447.webp,,1.0
大宅门,2020-08-03 04:41:04,https://m.media-amazon.com/images/M/MV5BYzNhNWFhY2YtZDM1Ny00MTIzLWE3NTEtNzRhNTFkMzUzOWI0XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_.jpg,https://www.imdb.com/title/tt1368472/,Da zhai men ,2001,https://movie.douban.com/subject/2181930/,tt1368472,4.6,,电视剧,,https://neodb.social/movies/8413/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2312848796.webp,,1.0
奋斗,2020-08-03 04:39:54,https://m.media-amazon.com/images/M/MV5BZmJmYzY4ZmEtZDhkZC00MThhLTk0NTQtNmRjOGEwOTBlMTg1XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,https://www.imdb.com/title/tt6451276/,Fen dou ,2007,https://movie.douban.com/subject/2138507/,tt6451276,3.45,,电视剧,,https://neodb.social/movies/6034/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2251695907.webp,,1.0
亮剑,2020-08-03 04:39:36,https://m.media-amazon.com/images/M/MV5BY2MxYmE3ZTctMWZkMi00OGViLWI1M2UtMmRjY2U4NTQwMTkxXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,https://www.imdb.com/title/tt3803340/,Liang jian ,2005,https://movie.douban.com/subject/2254648/,tt3803340,4.4,,电视剧,,https://neodb.social/movies/3316/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p900419027.webp,,1.0
大佛普拉斯,2020-08-02 21:28:44,https://m.media-amazon.com/images/M/MV5BMTYwMjIzZTItOTAxYy00NmRmLTlhMjgtZTE4NTAwMzdlNTA5XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_.jpg,https://www.imdb.com/title/tt7010412/,The Great Buddha+ ,2017,https://movie.douban.com/subject/27059130/,tt7010412,4.4,,文艺片,,https://neodb.social/movies/3552/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2505928032.webp,,
三国,2020-08-02 17:46:58,https://m.media-amazon.com/images/M/MV5BYTAyNzMxNzYtNGQ0ZS00YmU4LWFmZTQtMWExMjdiZWEwYjBlXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,https://www.imdb.com/title/tt1514753/,Three Kingdoms ,2010,https://movie.douban.com/subject/3237723/,tt1514753,3.4,,电视剧,,https://neodb.social/movies/6878/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2415710866.webp,,1.0
万物理论,2020-08-01 17:04:07,https://m.media-amazon.com/images/M/MV5BMTAwMTU4MDA3NDNeQTJeQWpwZ15BbWU4MDk4NTMxNTIx._V1_.jpg,https://www.imdb.com/title/tt2980516/,The Theory of Everything ,2014,https://movie.douban.com/subject/24815950/,tt2980516,3.85,,,,https://neodb.social/movies/2155/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2210832820.webp,,
了不起的麦瑟尔夫人 第二季,2020-07-31 18:22:29,https://m.media-amazon.com/images/M/MV5BOTBjZjBiNTgtYThkZi00ZWVhLWJhNmItMzZmNjg5ZWJiYmQ1XkEyXkFqcGdeQXVyNjkwNzEwMzU@._V1_.jpg,https://www.imdb.com/title/tt7667344/,"""The Marvelous Mrs. Maisel"" Simone ",2018,https://movie.douban.com/subject/27016555/,tt7667344,4.25,,电视剧,,https://neodb.social/movies/3575/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2540377118.webp,,1.0
兵临城下,2020-07-31 18:16:19,https://m.media-amazon.com/images/M/MV5BYWFlY2E3ODQtZWNiNi00ZGU4LTkzNWEtZTQ2ZTViMWRhYjIzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,https://www.imdb.com/title/tt0215750/,Enemy at the Gates ,2001,https://movie.douban.com/subject/1301726/,tt0215750,3.9,,,,https://neodb.social/movies/5579/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1591033712.webp,,
虎口脱险,2020-07-31 18:16:10,https://m.media-amazon.com/images/M/MV5BM2M5YTZkNzYtYzM3ZS00YmQzLTg3NWEtOGZhYzFhNjA2NWEyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,https://www.imdb.com/title/tt0060474/,La Grande Vadrouille ,1966,https://movie.douban.com/subject/1296909/,tt0060474,4.4,,,,https://neodb.social/movies/3830/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.webp,,
隐秘的角落,2020-06-27 00:52:41,https://m.media-amazon.com/images/M/MV5BYjRkMWE3YjUtZTQzOS00YTViLWE4MjctMDNhZDg3NDczN2YwXkEyXkFqcGdeQXVyODYyNTM1Nzk@._V1_.jpg,https://www.imdb.com/title/tt12477942/,The Bad Kids ,2020,https://movie.douban.com/subject/33404425/,tt12477942,4.2,,电视剧,,https://neodb.social/movies/3259/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2609064048.webp,,1.0
北平无战事,2020-05-26 18:06:33,https://m.media-amazon.com/images/M/MV5BMGEzMzc4MzgtM2ViMC00NWYxLTg2NjYtNzJmZmM0M2FhMWVhXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_.jpg,https://www.imdb.com/title/tt4127474/,All Quiet in Beiping ,2014,https://movie.douban.com/subject/24695611/,tt4127474,3.95,,电视剧,,https://neodb.social/movies/4583/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2569537222.webp,,1.0
暮光之城,2020-05-12 16:26:38,https://m.media-amazon.com/images/M/MV5BMTQ2NzUxMTAxN15BMl5BanBnXkFtZTcwMzEyMTIwMg@@._V1_.jpg,https://www.imdb.com/title/tt1099212/,Twilight ,2008,https://movie.douban.com/subject/2268359/,tt1099212,3.15,,,,https://neodb.social/movies/521/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2601335410.webp,,
六欲天,2020-05-07 00:00:48,https://m.media-amazon.com/images/M/MV5BMjYzMzdhYmUtNTliZC00NDVhLTk5NzMtOGQ1OWFhNWRkOTk5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,https://www.imdb.com/title/tt10199668/,Summer of Changsha ,2019,https://movie.douban.com/subject/30257991/,tt10199668,2.7,,,,https://neodb.social/movies/17629/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2633493571.webp,,
人在三和,2020-05-06 23:43:37,no,https://www.imdb.com/title/tt9060292/,REN ZAI SAN HE -- Sanhe Dashen ,2018,https://movie.douban.com/subject/30337189/,no,4.1,,纪录片,,https://neodb.social/movies/28518/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2660543513.webp,1.0,
汉尼拔,2020-04-28 03:17:51,https://m.media-amazon.com/images/M/MV5BZDMxMjhiZmItNWMxMC00NzYyLWJiOTYtNGYwOTAyYjU5OWY4XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,https://www.imdb.com/title/tt0212985/,Hannibal ,2001,https://movie.douban.com/subject/1301746/,tt0212985,3.9,,豆瓣top,,https://neodb.social/movies/3208/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p613321434.webp,,
矿民、马夫、尘肺病,2020-04-18 02:16:22,https://i.endpot.com/image/FWQXZ/p2557653230.jpg,https://www.imdb.com/title/tt12048430/?ref_=fn_al_tt_1,"Miners, Groom, Pneumoconiosis",2019,https://movie.douban.com/subject/33434927/,tt12048430,4.25,5.0,纪录片,,https://neodb.social/movies/24519/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2606424063.webp,1.0,
欲罢不能 第一季,2020-04-18 02:16:01,https://m.media-amazon.com/images/M/MV5BYmM0M2M3N2YtMzQ2OS00YTIzLTk4MWQtNzg1ZWFmNzE3NTEzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.imdb.com/title/tt12004280/,Too Hot to Handle ,2020,https://movie.douban.com/subject/35017030/,tt12004280,2.7,,,,https://neodb.social/movies/7662/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2600366823.webp,,
养虎为患,2020-03-21 20:16:31,https://m.media-amazon.com/images/M/MV5BYzI5MjQ2NzEtN2JmOC00MjE2LWI2NjItYTNjNTJjMjBkOWZkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,https://www.imdb.com/title/tt11823076/,Tiger King ,2020,https://movie.douban.com/subject/34971810/,tt11823076,4.05,,纪录片,,https://neodb.social/movies/4161/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2592476336.webp,1.0,
猫,2020-03-07 19:30:47,https://m.media-amazon.com/images/M/MV5BYTY4YWEyZjAtY2UyMS00ODkxLTg3MGYtMzVmNjdlMDNmNjM2XkEyXkFqcGdeQXVyODUzMjQxMTA@._V1_.jpg,https://www.imdb.com/title/tt0173714/,Cats ,1998,https://movie.douban.com/subject/24882759/,tt0173714,4.1,,音乐剧,,https://neodb.social/movies/30513/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2575264522.webp,,
最大的小小农场,2020-01-25 17:18:34,https://m.media-amazon.com/images/M/MV5BMjQ1MjM0OTE2Ml5BMl5BanBnXkFtZTgwMzgwMDY4NzM@._V1_.jpg,https://www.imdb.com/title/tt8969332/,The Biggest Little Farm ,2018,https://movie.douban.com/subject/30330264/,tt8969332,4.6,5.0,纪录片,,https://neodb.social/movies/4078/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2553166408.webp,1.0,
平原上的夏洛克,2020-01-12 15:51:22,https://m.media-amazon.com/images/M/MV5BNGU4NjQ1OTctZDJhYy00ODU3LWIxMWUtYWYzYjU0YjA4YTE1XkEyXkFqcGdeQXVyODYyNTM1Nzk@._V1_.jpg,https://www.imdb.com/title/tt10488396/,Summer Detective ,2019,https://movie.douban.com/subject/33400376/,tt10488396,3.85,,文艺片,,https://neodb.social/movies/2827/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2574198225.webp,,
燃烧,2020-01-03 22:58:21,https://m.media-amazon.com/images/M/MV5BMWNmYjI1M2UtNDdkNi00MTgwLWFiZmYtODcxNWZhM2Y2NWFkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,https://www.imdb.com/title/tt7282468/,Burning ,2018,https://movie.douban.com/subject/26842702/,tt7282468,4.05,,文艺片,,https://neodb.social/movies/2294/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2520095279.webp,,
流浪星星,2019-12-03 19:33:42,https://m.media-amazon.com/images/M/MV5BODE1ZTkwODEtMjJlMC00OGU3LWFlN2EtZGEzNzM3OTNhMGMwXkEyXkFqcGdeQXVyMTA0MDM3NDg4._V1_.jpg,https://www.imdb.com/title/tt10445866/,Wandering Stars ,2019,https://movie.douban.com/subject/34806327/,tt10445866,5.0,5.0,纪录片,,https://neodb.social/movies/123961/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2566910532.webp,1.0,
新龙门客栈,2019-11-30 07:25:15,https://m.media-amazon.com/images/M/MV5BNGE3ZTU0NGMtNWQ4Mi00MzMzLWEwNWMtOTUxODQ0OTc5Mjk0XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,https://www.imdb.com/title/tt0105859/,Dragon Inn ,1992,https://movie.douban.com/subject/1292287/,tt0105859,4.3,,,,https://neodb.social/movies/1157/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.webp,,
潜伏,2019-10-22 23:17:18,https://m.media-amazon.com/images/M/MV5BNWNjYTI3OTMtNjM0NS00ZWRiLThmNGItNjQ4MDUwNzdlN2M0XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,https://www.imdb.com/title/tt1430751/,Qian fu ,2009,https://movie.douban.com/subject/3314870/,tt1430751,4.6,,电视剧,,https://neodb.social/movies/11940/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2189694504.webp,,1.0
荒野猎人,2019-10-18 02:27:33,https://m.media-amazon.com/images/M/MV5BMDE5OWMzM2QtOTU2ZS00NzAyLWI2MDEtOTRlYjIxZGM0OWRjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,https://www.imdb.com/title/tt1663202/,The Revenant ,2015,https://movie.douban.com/subject/5327268/,tt1663202,3.8,,Hollywood,,https://neodb.social/movies/1144/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2279945831.webp,,
头脑解密,2019-10-12 00:56:56,https://m.media-amazon.com/images/M/MV5BNGE4YWIxNzEtNjI2NS00MmIxLWJmMDMtMDdjODM1YWRjYzcwXkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_.jpg,https://www.imdb.com/title/tt10810430/,"The Mind, Explained ",2019,https://movie.douban.com/subject/34812407/,tt10810430,4.45,,纪录片,,https://neodb.social/movies/16296/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2571430399.webp,1.0,
一天,2019-09-07 15:45:37,https://m.media-amazon.com/images/M/MV5BMTQ3NTg2MDI3NF5BMl5BanBnXkFtZTcwMjc5MTA1NA@@._V1_.jpg,https://www.imdb.com/title/tt1563738/,One Day ,2011,https://movie.douban.com/subject/4191644/,tt1563738,3.6,,Hollywood,,https://neodb.social/movies/493/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1103205323.webp,,
普契尼《图兰朵》,2019-08-31 16:19:59,https://m.media-amazon.com/images/M/MV5BZjBlYTA5MGMtZWEzYS00ZDRlLWEyNWItMTU1MWUxYTBmMzljXkEyXkFqcGdeQXVyOTE0OTU0NzY@._V1_.jpg,https://www.imdb.com/title/tt5606336/,"""The Metropolitan Opera HD Live"" Puccini: Turandot ",2016,https://movie.douban.com/subject/26766678/,tt5606336,3.0,,舞台剧,,https://neodb.social/movies/93034/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2329549047.webp,,
尖端医疗的真相,2019-08-10 05:23:45,https://m.media-amazon.com/images/M/MV5BN2M4YWRkZDgtNjZlZC00YTJkLTk0Y2QtNDM4ODcyMzViNjAwXkEyXkFqcGdeQXVyMjk1MzI1ODA@._V1_.jpg,https://www.imdb.com/title/tt8106576/,The Bleeding Edge ,2018,https://movie.douban.com/subject/30234901/,tt8106576,4.45,,纪录片,,https://neodb.social/movies/5704/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2571546506.webp,1.0,
地平线系列：体育兴奋剂 - 为了胜利不惜一切？,2019-08-06 23:58:57,https://m.media-amazon.com/images/M/MV5BNTI4YjM3YWUtNjlhMi00NDFiLTk0OWQtNjQ2NDA0ZGI3MGJiXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,https://www.imdb.com/title/tt5896378/,"""Horizon"" Sports Doping - Winning at Any Cost? ",2016,https://movie.douban.com/subject/26862304/,tt5896378,4.65,,纪录片,,https://neodb.social/movies/68261/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2376549746.webp,1.0,
哪吒之魔童降世,2019-08-05 00:21:46,https://m.media-amazon.com/images/M/MV5BY2FhOGU2ZTAtODQ0ZS00MWVlLWFiMWYtYmIyYjk5NTRhZTVmXkEyXkFqcGdeQXVyOTE4NzcwNzI@._V1_.jpg,https://www.imdb.com/title/tt10627720/,Ne Zha ,2019,https://movie.douban.com/subject/26794435/,tt10627720,3.7,,动画,,https://neodb.social/movies/1065/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2563780504.webp,,
我是传奇,2019-07-13 11:57:45,https://m.media-amazon.com/images/M/MV5BYTE1ZTBlYzgtNmMyNS00ZTQ2LWE4NjEtZjUxNDJkNTg2MzlhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,https://www.imdb.com/title/tt0480249/,I Am Legend ,2007,https://movie.douban.com/subject/1820156/,tt0480249,3.7,,科幻,,https://neodb.social/movies/2580/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p574158935.webp,,
我，机器人,2019-07-13 11:57:18,https://m.media-amazon.com/images/M/MV5BNmE1OWI2ZGItMDUyOS00MmU5LWE0MzUtYTQ0YzA1YTE5MGYxXkEyXkFqcGdeQXVyMDM5ODIyNw@@._V1_.jpg,https://www.imdb.com/title/tt0343818/,"I, Robot ",2004,https://movie.douban.com/subject/1308843/,tt0343818,3.9,,科幻,,https://neodb.social/movies/301/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p691069814.webp,,
长安十二时辰,2019-07-12 03:43:31,https://m.media-amazon.com/images/M/MV5BZjY2Yzk4NmUtOTUwOC00YjJjLTgzYzgtY2IxODQ3YmNlMjkzXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,https://www.imdb.com/title/tt10551640/,The Longest Day in Chang'an ,2019,https://movie.douban.com/subject/26849758/,tt10551640,3.7,,电视剧,,https://neodb.social/movies/1063/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2562953341.webp,,1.0
